"elevation" "plot" "site.plot" "group" "genus" "species" "cover.original" "cover.adjusted" "rel.cover.adjusted" "SLA" "fixedSLA" "rel.SLA" "rel.fixedSLA"
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.com" 0.75 0.75 0.125 19.367 19.367 2.421 2.421
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.com" 0.625 0.625 0.021 19.367 19.367 0.412 0.412
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.com" 0.125 0.125 0.008 19.367 19.367 0.163 0.163
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.com" 0.75 0 0 NA 19.367 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 19.367 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.hyp" 0.25 0.25 0.043 15.622 15.741 0.679 0.684
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.hyp" 0.125 0.125 0.059 15.622 15.741 0.919 0.926
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.hyp" 12.5 12.5 0.806 16.219 15.741 13.08 12.695
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.hyp" 3.375 3.375 0.9 15.025 15.741 13.523 14.167
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.hyp" 6.875 6.875 0.372 17.168 15.741 6.38 5.85
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.hyp" 3.5 3.5 1 14.548 15.741 14.548 15.741
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.hyp" 0.875 0.875 0.636 16.659 15.741 10.601 10.017
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.hyp" 0.875 0.875 0.175 15.068 15.741 2.637 2.755
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 15.741 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.pil" 0.5 0.5 0.087 21.227 21.227 1.846 1.846
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.pil" 1 1 0.471 21.227 21.227 9.989 9.989
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.pil" 0.25 0.25 0.067 21.227 21.227 1.415 1.415
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 21.227 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.str" 0.25 0 0 NA 21.193 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.str" 0.25 0.25 0.035 21.487 21.193 0.754 0.744
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.str" 0.625 0.625 0.104 19.352 21.193 2.016 2.208
"1360" 3 "1360p3" "bryo" "polytrichum" "poly.str" 0.5 0.5 0.017 21.487 21.193 0.366 0.361
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.str" 0.5 0.5 0.05 20.041 21.193 1.002 1.06
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.str" 4.75 4.75 0.319 25.069 21.193 8.005 6.768
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1480" 5 "1480p5" "bryo" "Dicranum" "poly.str" 0.5 0.5 0.235 19.722 21.193 4.64 4.987
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.str" 0.125 0 0 NA 21.193 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.str" 0.125 0 0 NA 21.193 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 21.193 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.str" 0.875 0 0 NA 21.193 0 0
"1120" 1 "1120p1" "bryo" "Ptilidium" "ptil.cil" 1.875 1.875 0.417 107.598 102.501 44.833 42.709
"1120" 2 "1120p2" "bryo" "Ptilidium" "ptil.cil" 4.75 4.75 0.396 85.41 102.501 33.808 40.573
"1120" 3 "1120p3" "bryo" "Ptilidium" "ptil.cil" 3.375 3.375 0.73 100.837 102.501 73.583 74.798
"1120" 4 "1120p4" "bryo" "Ptilidium" "ptil.cil" 1.875 1.875 0.133 102.663 102.501 13.628 13.606
"1120" 5 "1120p5" "bryo" "Ptilidium" "ptil.cil" 4.5 4.5 0.234 110.253 102.501 25.773 23.961
"1240" 1 "1240p1" "bryo" "Ptilidium" "ptil.cil" 0.5 0 0 NA 102.501 0 0
"1240" 2 "1240p2" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 102.501 0 0
"1240" 3 "1240p3" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 102.501 0 0
"1240" 4 "1240p4" "bryo" "Ptilidium" "ptil.cil" 0.125 0 0 NA 102.501 0 0
"1240" 5 "1240p5" "bryo" "Ptilidium" "ptil.cil" 0.125 0 0 NA 102.501 0 0
"1360" 1 "1360p1" "bryo" "Ptilidium" "ptil.cil" 0.875 0.875 0.123 111.675 102.501 13.715 12.588
"1360" 2 "1360p2" "bryo" "Ptilidium" "ptil.cil" 0.5 0.5 0.083 113.386 102.501 9.449 8.542
"1360" 3 "1360p3" "bryo" "Ptilidium" "ptil.cil" 0.75 0.75 0.026 107.131 102.501 2.735 2.617
"1360" 4 "1360p4" "bryo" "Ptilidium" "ptil.cil" 1 1 0.1 96.331 102.501 9.633 10.25
"1360" 5 "1360p5" "bryo" "Ptilidium" "ptil.cil" 0.625 0.625 0.042 107.131 102.501 4.501 4.307
"1480" 1 "1480p1" "bryo" "Ptilidium" "ptil.cil" 0.125 0.125 0.022 93.799 102.501 2.039 2.228
"1480" 2 "1480p2" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 102.501 0 0
"1480" 3 "1480p3" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 102.501 0 0
"1480" 4 "1480p4" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 102.501 0 0
"1480" 5 "1480p5" "bryo" "Ptilidium" "ptil.cil" 0.875 0.875 0.412 93.799 102.501 38.623 42.206
"1600" 1 "1600p1" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 102.501 0 0
"1600" 2 "1600p2" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 102.501 0 0
"1600" 3 "1600p3" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 102.501 0 0
"1600" 4 "1600p4" "bryo" "Ptilidium" "ptil.cil" 0.25 0 0 NA 102.501 0 0
"1600" 5 "1600p5" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 102.501 0 0
"1120" 1 "1120p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1120" 2 "1120p2" "bryo" "Racomitrium" "raco.lan" 0.125 0 0 NA 75.587 0 0
"1120" 3 "1120p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1120" 4 "1120p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1120" 5 "1120p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1240" 1 "1240p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1240" 2 "1240p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1240" 3 "1240p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1240" 4 "1240p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1240" 5 "1240p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1360" 1 "1360p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1360" 2 "1360p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1360" 3 "1360p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1360" 4 "1360p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1360" 5 "1360p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1480" 1 "1480p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1480" 2 "1480p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1480" 3 "1480p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1480" 4 "1480p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1480" 5 "1480p5" "bryo" "Racomitrium" "raco.lan" 0.125 0 0 NA 75.587 0 0
"1600" 1 "1600p1" "bryo" "Racomitrium" "raco.lan" 9.25 9.25 0.5 79.713 75.587 39.856 37.794
"1600" 2 "1600p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1600" 3 "1600p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 75.587 0 0
"1600" 4 "1600p4" "bryo" "Racomitrium" "raco.lan" 0.5 0.5 0.1 80.696 75.587 8.07 7.559
"1600" 5 "1600p5" "bryo" "Racomitrium" "raco.lan" 4.25 4.25 0.586 66.352 75.587 38.896 44.31
"1120" 1 "1120p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1120" 2 "1120p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1120" 3 "1120p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1120" 4 "1120p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1120" 5 "1120p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1240" 1 "1240p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1240" 2 "1240p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1240" 3 "1240p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1240" 4 "1240p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1240" 5 "1240p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1360" 1 "1360p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1360" 2 "1360p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1360" 3 "1360p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1360" 4 "1360p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1360" 5 "1360p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1480" 1 "1480p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1480" 2 "1480p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1480" 3 "1480p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1480" 4 "1480p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1480" 5 "1480p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1600" 1 "1600p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1600" 2 "1600p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1600" 3 "1600p3" "bryo" "Racomitrium" "raco.mic" 0.375 0.375 0.273 102.193 102.193 27.871 27.871
"1600" 4 "1600p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1600" 5 "1600p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 102.193 0 0
"1120" 1 "1120p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Sphagnum" "spha.rus" 0.75 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Tetralophozia" "tetr.set" 0.125 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Tetralophozia" "tetr.set" 0.125 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Tetralophozia" "tetr.set" 2.375 0 0 NA NA 0 NA
