"elevation" "plot" "site.plot" "group" "genus" "species" "cover.original" "cover.adjusted" "rel.cover.adjusted" "pH" "fixedpH" "rel.pH" "rel.fixedpH"
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.alp" 0 0 0 NA 4.346666667 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.alp" 0.625 0.625 0.125 4.35 4.346666667 0.54375 0.543333333
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.alp" 2 2 0.276 4.1 4.346666667 1.131034483 1.19908046
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.com" 0.25 0.25 0.018 4.7 4.568095238 0.086238532 0.083818261
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.com" 0.125 0.125 0.019 4.47 4.568095238 0.082777778 0.084594356
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.com" 0.5 0.5 0.038 4.5 4.568095238 0.169811321 0.172380952
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.com" 0.25 0.25 0.035 4.576666667 4.568095238 0.160584795 0.160284043
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.com" 0.75 0.75 0.125 4.38 4.568095238 0.5475 0.571011905
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.com" 0.625 0.625 0.021 4.92 4.568095238 0.104680851 0.097193516
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.com" 0.125 0.125 0.008 4.43 4.568095238 0.037226891 0.038387355
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.com" 0.75 0 0 NA 4.568095238 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.com" 0 0 0 NA 4.568095238 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.hyp" 0.25 0.25 0.043 4.46 4.4675 0.189787234 0.190106383
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.hyp" 0.125 0.125 0.059 4.46 4.4675 0.262352941 0.262794118
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.hyp" 12.5 12.5 0.8 4.51 4.4675 3.608 3.574
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.hyp" 3.375 3.375 0.9 4.41 4.4675 3.969 4.02075
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.hyp" 6.875 6.875 0.372 4.33 4.4675 1.609121622 1.660219595
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.hyp" 3.5 3.5 1 4.56 4.4675 4.56 4.4675
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.hyp" 0.875 0.875 0.636 4.38 4.4675 2.787272727 2.842954545
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.hyp" 0.875 0.875 0.175 4.63 4.4675 0.81025 0.7818125
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.hyp" 0 0 0 NA 4.4675 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1360" 3 "1360p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.pil" 0.5 0.5 0.085 4.38 4.443333333 0.372765957 0.378156028
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.pil" 1 1 0.471 4.42 4.443333333 2.08 2.090980392
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.pil" 0.25 0.25 0.067 4.53 4.443333333 0.302 0.296222222
"1480" 5 "1480p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.pil" 0 0 0 NA 4.443333333 0 0
"1120" 1 "1120p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1120" 2 "1120p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1120" 3 "1120p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1120" 4 "1120p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1120" 5 "1120p5" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1240" 1 "1240p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1240" 2 "1240p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1240" 3 "1240p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1240" 4 "1240p4" "bryo" "Polytrichum" "poly.str" 0.25 0.25 0.019 4.5 4.404285714 0.08490566 0.08309973
"1240" 5 "1240p5" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1360" 1 "1360p1" "bryo" "Polytrichum" "poly.str" 0.25 0.25 0.035 4.24 4.404285714 0.14877193 0.154536341
"1360" 2 "1360p2" "bryo" "Polytrichum" "poly.str" 0.625 0.625 0.104 4.36 4.404285714 0.454166667 0.458779762
"1360" 3 "1360p3" "bryo" "polytrichum" "poly.str" 0.5 0.5 0.017 4.56 4.404285714 0.077617021 0.074966565
"1360" 4 "1360p4" "bryo" "Polytrichum" "poly.str" 0.5 0.5 0.05 4.37 4.404285714 0.2185 0.220214286
"1360" 5 "1360p5" "bryo" "Polytrichum" "poly.str" 4.75 4.75 0.319 4.32 4.404285714 1.379495798 1.406410564
"1480" 1 "1480p1" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1480" 2 "1480p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1480" 3 "1480p3" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1480" 4 "1480p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1480" 5 "1480p5" "bryo" "Dicranum" "poly.str" 0.5 0.5 0.222 4.48 4.404285714 0.995555556 0.978730159
"1600" 1 "1600p1" "bryo" "Polytrichum" "poly.str" 0.125 0 0 NA 4.404285714 0 0
"1600" 2 "1600p2" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1600" 3 "1600p3" "bryo" "Polytrichum" "poly.str" 0.125 0 0 NA 4.404285714 0 0
"1600" 4 "1600p4" "bryo" "Polytrichum" "poly.str" 0 0 0 NA 4.404285714 0 0
"1600" 5 "1600p5" "bryo" "Polytrichum" "poly.str" 0.875 0 0 NA 4.404285714 0 0
"1120" 1 "1120p1" "bryo" "Ptilidium" "ptil.cil" 1.875 1.875 0.375 4.39 4.434656863 1.64625 1.662996324
"1120" 2 "1120p2" "bryo" "Ptilidium" "ptil.cil" 4.75 4.75 0.358 4.45 4.434656863 1.595283019 1.589782649
"1120" 3 "1120p3" "bryo" "Ptilidium" "ptil.cil" 3.375 3.375 0.711 4.54 4.434656863 3.225789474 3.150940402
"1120" 4 "1120p4" "bryo" "Ptilidium" "ptil.cil" 1.875 1.875 0.132 4.36 4.434656863 0.573684211 0.583507482
"1120" 5 "1120p5" "bryo" "Ptilidium" "ptil.cil" 4.5 4.5 0.234 4.42 4.434656863 1.033246753 1.036673033
"1240" 1 "1240p1" "bryo" "Ptilidium" "ptil.cil" 0.5 0.5 0.037 4.58 4.434656863 0.168073394 0.162739701
"1240" 2 "1240p2" "bryo" "Ptilidium" "ptil.cil" 0.375 0.375 0.056 4.49 4.434656863 0.249444444 0.246369826
"1240" 3 "1240p3" "bryo" "Ptilidium" "ptil.cil" 0.375 0.375 0.041 4.69 4.434656863 0.190135135 0.179783386
"1240" 4 "1240p4" "bryo" "Ptilidium" "ptil.cil" 0.125 0.125 0.009 4.5025 4.434656863 0.042476415 0.041836385
"1240" 5 "1240p5" "bryo" "Ptilidium" "ptil.cil" 0.125 0.125 0.004 4.25 4.434656863 0.018722467 0.019535933
"1360" 1 "1360p1" "bryo" "Ptilidium" "ptil.cil" 0.875 0.875 0.123 4.46 4.434656863 0.547719298 0.544606983
"1360" 2 "1360p2" "bryo" "Ptilidium" "ptil.cil" 0.5 0.5 0.083 4.46 4.434656863 0.371666667 0.369554739
"1360" 3 "1360p3" "bryo" "Ptilidium" "ptil.cil" 0.75 0.75 0.026 4.363333333 4.434656863 0.111404255 0.113225282
"1360" 4 "1360p4" "bryo" "Ptilidium" "ptil.cil" 1 1 0.1 4.17 4.434656863 0.417 0.443465686
"1360" 5 "1360p5" "bryo" "Ptilidium" "ptil.cil" 0.625 0.625 0.042 4.363333333 4.434656863 0.183333333 0.18633012
"1480" 1 "1480p1" "bryo" "Ptilidium" "ptil.cil" 0.125 0.125 0.021 4.45 4.434656863 0.094680851 0.094354401
"1480" 2 "1480p2" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 4.434656863 0 0
"1480" 3 "1480p3" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 4.434656863 0 0
"1480" 4 "1480p4" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 4.434656863 0 0
"1480" 5 "1480p5" "bryo" "Ptilidium" "ptil.cil" 0.875 0.875 0.389 4.45 4.434656863 1.730555556 1.72458878
"1600" 1 "1600p1" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 4.434656863 0 0
"1600" 2 "1600p2" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 4.434656863 0 0
"1600" 3 "1600p3" "bryo" "Ptilidium" "ptil.cil" 0 0 0 NA 4.434656863 0 0
"1600" 4 "1600p4" "bryo" "Ptilidium" "ptil.cil" 0.25 0 0 NA 4.434656863 0 0
"1600" 5 "1600p5" "bryo" "Ptilidium" "ptil.cil" 0.375 0 0 NA 4.434656863 0 0
"1120" 1 "1120p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1120" 2 "1120p2" "bryo" "Racomitrium" "raco.lan" 0.125 0 0 NA 4.18 0 0
"1120" 3 "1120p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1120" 4 "1120p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1120" 5 "1120p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1240" 1 "1240p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1240" 2 "1240p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1240" 3 "1240p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1240" 4 "1240p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1240" 5 "1240p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1360" 1 "1360p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1360" 2 "1360p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1360" 3 "1360p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1360" 4 "1360p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1360" 5 "1360p5" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1480" 1 "1480p1" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1480" 2 "1480p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1480" 3 "1480p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1480" 4 "1480p4" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1480" 5 "1480p5" "bryo" "Racomitrium" "raco.lan" 0.125 0 0 NA 4.18 0 0
"1600" 1 "1600p1" "bryo" "Racomitrium" "raco.lan" 9.25 9.25 0.5 4.08 4.18 2.04 2.09
"1600" 2 "1600p2" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1600" 3 "1600p3" "bryo" "Racomitrium" "raco.lan" 0 0 0 NA 4.18 0 0
"1600" 4 "1600p4" "bryo" "Racomitrium" "raco.lan" 0.5 0.5 0.1 4.24 4.18 0.424 0.418
"1600" 5 "1600p5" "bryo" "Racomitrium" "raco.lan" 4.25 4.25 0.586 4.22 4.18 2.473793103 2.450344828
"1120" 1 "1120p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1120" 2 "1120p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1120" 3 "1120p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1120" 4 "1120p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1120" 5 "1120p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1240" 1 "1240p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1240" 2 "1240p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1240" 3 "1240p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1240" 4 "1240p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1240" 5 "1240p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1360" 1 "1360p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1360" 2 "1360p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1360" 3 "1360p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1360" 4 "1360p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1360" 5 "1360p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1480" 1 "1480p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1480" 2 "1480p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1480" 3 "1480p3" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1480" 4 "1480p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1480" 5 "1480p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1600" 1 "1600p1" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1600" 2 "1600p2" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1600" 3 "1600p3" "bryo" "Racomitrium" "raco.mic" 0.375 0.375 0.273 4.22 4.22 1.150909091 1.150909091
"1600" 4 "1600p4" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1600" 5 "1600p5" "bryo" "Racomitrium" "raco.mic" 0 0 0 NA 4.22 0 0
"1120" 1 "1120p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Sphagnum" "spha.rus" 0.75 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Sphagnum" "spha.rus" 0 0 0 NA NA 0 NA
"1120" 1 "1120p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 2 "1120p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 3 "1120p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 4 "1120p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1120" 5 "1120p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 1 "1240p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 2 "1240p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 3 "1240p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 4 "1240p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1240" 5 "1240p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 1 "1360p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 2 "1360p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 3 "1360p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 4 "1360p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1360" 5 "1360p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 1 "1480p1" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 2 "1480p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 3 "1480p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 4 "1480p4" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1480" 5 "1480p5" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 1 "1600p1" "bryo" "Tetralophozia" "tetr.set" 0.125 0 0 NA NA 0 NA
"1600" 2 "1600p2" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 3 "1600p3" "bryo" "Tetralophozia" "tetr.set" 0 0 0 NA NA 0 NA
"1600" 4 "1600p4" "bryo" "Tetralophozia" "tetr.set" 0.125 0 0 NA NA 0 NA
"1600" 5 "1600p5" "bryo" "Tetralophozia" "tetr.set" 2.375 0 0 NA NA 0 NA
"1120" 1 "1120p1" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1120" 2 "1120p2" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1120" 3 "1120p3" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1120" 4 "1120p4" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1120" 5 "1120p5" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1240" 1 "1240p1" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1240" 2 "1240p2" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1240" 3 "1240p3" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1240" 4 "1240p4" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1240" 5 "1240p5" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1360" 1 "1360p1" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1360" 2 "1360p2" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1360" 3 "1360p3" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1360" 4 "1360p4" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1360" 5 "1360p5" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1480" 1 "1480p1" "lich" "Alectoria" "alec.nig" 0.375 0.375 0.008 4.2 4.253333333 0.035393258 0.035842697
"1480" 2 "1480p2" "lich" "Alectoria" "alec.nig" 0.625 0.625 0.014 4.26 4.253333333 0.058839779 0.058747698
"1480" 3 "1480p3" "lich" "Alectoria" "alec.nig" 0.375 0.375 0.01 4.18 4.253333333 0.043846154 0.044615385
"1480" 4 "1480p4" "lich" "Alectoria" "alec.nig" 0.5 0.5 0.017 4.28 4.253333333 0.071333333 0.070888889
"1480" 5 "1480p5" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1600" 1 "1600p1" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1600" 2 "1600p2" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1600" 3 "1600p3" "lich" "Alectoria" "alec.nig" 0 0 0 NA 4.253333333 0 0
"1600" 4 "1600p4" "lich" "Alectoria" "alec.nig" 0.125 0.125 0.012 4.3 4.253333333 0.052439024 0.051869919
"1600" 5 "1600p5" "lich" "Alectoria" "alec.nig" 0.5 0.5 0.051 4.3 4.253333333 0.217721519 0.21535865
